2021-02-14T11:19:18.340000Z,ken,UCixJfL0wcqnHnADB-5fCc8A,何が見えているんです？,,,,,,
2021-02-14T11:19:18.613000Z,Yog Sothoth,UC8mP_gAOnx6nX0If9RS5jAg,草,,,,,,
2021-02-14T11:19:18.545000Z,Bacon,UCZr72SaDia5LgrdutAdYb8Q,リアクションが新鮮ｗ,,,,,,
2021-02-14T11:19:18.765000Z,がるーん,UCprwgLxhxsxZVf-G-Wt7sUA,よく見てるね,,,,,,
2021-02-14T11:19:18.696000Z,Vubltea,UCJAVOzX70JSyBg86YInjL3g,ya b3,,,,,,
2021-02-14T11:19:18.751000Z,ぴき ぴき,UCpPpHbGWSjLXY40BSTsyjAQ,じーちゃん,,,,,,
2021-02-14T11:19:18.724000Z,チョコタピオカ,UCbTH_vxQJXd3cIbxnGc-JgQ,ウォーリーを探せみたいな,,,,,,
2021-02-14T11:19:18.939000Z,Zeadeus,UC7iTDuPRRtOae7kL0F1WAOg,lol,,,,,,
2021-02-14T11:19:18.834000Z,Mantorok,UCHflZo3qgjw48_DT1x5hodA,Cute scared korone,,,,,,
2021-02-14T11:19:19.148000Z,てんじん多分28号DooGs',UCr70sdw2_VGdViKexHX_J1Q,動いたねｗ,,,,,,
2021-02-14T11:19:19.103000Z,グループA,UCL6dzqTz_8-6wbRic113FWQ,かわいい,,,,,,
2021-02-14T11:19:19.385000Z,승워이-Maruo,UCrPDkih3k838OVaMon8VXjQ,ダイソンじゃない,,,,,,
2021-02-14T11:19:19.385000Z,Shrek Wazowski,UCR7rz_cJHcRNdQhxWdmVKjA,[EN]💬: AHAHHHBH IM SCARED IM SCARED (┳Д┳)(┳Д┳)(┳Д┳),,,,,,
2021-02-14T11:19:18.816000Z,ぴろ,UC4ORSrix0foO7f4Vb9S3AKQ,じいちゃん,,,,,,
2021-02-14T11:19:19.672000Z,あらいぐま,UCEuXgzfDj8y8J91HP4hmBLQ,草,,,,,,
2021-02-14T11:19:19.779000Z,博多のぷりぷりぷリスナー,UCcH8Btve2xy6wLOAQEd2urQ,オラ、ワクワクすっぞ‼️,,,,,,
2021-02-14T11:19:19.820000Z,Synchro,UC-UmIJTrj11q9oOsl-9Jk6g,._.,,,,,,
2021-02-14T11:19:19.820000Z,隼瀬乃絵瑠,UClvHQ1BDKOXabxV3ZP9JLeQ,:_koroneKoo::_koroneXaa::_koroneKoronei:,,,,,,
2021-02-14T11:19:19.901000Z,レイスフェイス,UC9d7uRmvv86N7McEYnT2r8g,昨日よりリアクションが冴えてるｗ,,,,,,
2021-02-14T11:19:19.980000Z,ワンマンデンクロ,UCsBYzrj1-YbyYy9z2BkrRVA,怖いと思ってるから怖いんじゃなくて？,,,,,,
2021-02-14T11:19:20.096000Z,だうす,UCVgbUvL6JpKY502kPbmlf-A,草,,,,,,
2021-02-14T11:19:19.808000Z,Java Tea,UCsiFh0GCBAZZGh0ovbnskUg,そっとじ,,,,,,
2021-02-14T11:19:20.125000Z,添加物満点の鉛筆,UCQ3gbc_dB061ahuhhJD7G1w,昨日よりびびってる,,,,,,
2021-02-14T11:19:20.396000Z,せみ猫,UC5ihPME2UTwjhjGPhk1WZgA,草,,,,,,
2021-02-14T11:19:20.596000Z,Jzaa jzaa Sho,UCdTzxmWy7DqFMIZh6RVz-OA,LOL 😆,,,,,,
2021-02-14T11:19:20.654000Z,Zinras,UC7Ky0pccONZYxRZgM_FD7Tg,LOL,,,,,,
2021-02-14T11:19:20.288000Z,とろろあおい,UC3NiKr_xye3BAZ-SJ1lAnZw,誰かいた,,,,,,
2021-02-14T11:19:20.506000Z,リキt,UCz1Q-xkEjpMCTO4aQtdTpLQ,ころさんの反応で笑うw,,,,,,
2021-02-14T11:19:20.673000Z,N M,UCdHLOsc-tOtt7a4RPlrMIQA,昨日みたよｗ,,,,,,
2021-02-14T11:19:20.743000Z,ヤマネコ,UCBDwuLvQbH66Y6Wjw120IYQ,掃除機あるね,,,,,,
2021-02-14T11:19:20.783000Z,えだまめとーふ,UCzwSIFTGBS1v9M4WfmzeBAw,草,,,,,,
2021-02-14T11:19:20.664000Z,きらり,UCEMOPyj9_rzxS8ZaeEEWYjQ,うごいた,,,,,,
2021-02-14T11:19:20.991000Z,けほき,UC1LYEPjdKbsQ4FyfFtOkNQg,自動ドア,,,,,,
2021-02-14T11:19:20.972000Z,タカナ,UC7nTXzoDNk5mgERbrAMtFrg,草,,,,,,
2021-02-14T11:19:20.839000Z,おやつサイコパス,UCDnNFJsOui04YvUBHWD8auw,草,,,,,,
2021-02-14T11:19:20.880000Z,Unknown Unknown,UC6tCS0TTWqSvZVU5BGvJo3g,反応かわいすぎか,,,,,,
2021-02-14T11:19:20.864000Z,クイックムーバー,UC9EKKQ0w5zWEizpIvehacMg,最初からいましたねぇ・・・,,,,,,
2021-02-14T11:19:21.420000Z,えりぃとパンケーキ,UCFzPrK3l3lvV_QopfkYm73A,草,,,,,,
2021-02-14T11:19:21.105000Z,him,UC3Idte9gXKIqO-95bi1PQYw,可愛すぎるｗ,,,,,,
2021-02-14T11:19:21.551000Z,Ggenius,UCEpYbZgxQaHoQ--1w8UgkPw,ears blessing,,,,,,
2021-02-14T11:19:21.633000Z,罵ってもらえて嬉しいころねの奴隷,UC4rWrTLa2rvlYWJLe6cxBdw,ほんとおにきのうやってたのか,,,,,,
2021-02-14T11:19:21.570000Z,結城【ゆきしろ】クテルフ,UCyvaF-i3WNYkdSSc6AuE72g,見るとこいっぱいあるねｗ,,,,,,
2021-02-14T11:19:21.520000Z,鋼龍,UC2VvU16m65hc2Na5ScLj_EA,昨日もみたやんけ！,,,,,,
2021-02-14T11:19:21.637000Z,タマ,UCoaIGEr7-nO9z0vyP_AaLdg,ｗｗ,,,,,,
2021-02-14T11:19:21.559000Z,しょうへー,UCXAla196ue2hvgiCR9ZCtFw,ひゃひゃーーーーん！！,,,,,,
2021-02-14T11:19:21.805000Z,Dat Lam,UCqq7CetrWXA4iFD58NkHWtA,Too many screams already lmao,,,,,,
2021-02-14T11:19:22.072000Z,DG _walker,UCrworLRiohgW0RsrVOZoE9w,草,,,,,,
2021-02-14T11:19:21.774000Z,ちび,UCsq5jPrNEiYCaHhBZTyiAcQ,北斗のザコみたいなｗ,,,,,,
2021-02-14T11:19:22.160000Z,みみずくパン,UCDHOR33ldHfgJU6nk5tKuzg,怖いと思うから怖いでな,,,,,,
2021-02-14T11:19:22.236000Z,SkyFreedom,UCZ4BVzU19vPsn8eIMnAMoTA,lol,,,,,,
2021-02-14T11:19:22.356000Z,Desdaemon,UCHu7HVwQKWQgthXPfmzIYlQ,[EN] It just moved!,,,,,,
2021-02-14T11:19:22.470000Z,Yuu,UC0wsvvp818pUciTckP6vXMg,草,,,,,,
2021-02-14T11:19:22.518000Z,Chara Frisk,UC8f5APSez7MczjUSYq0rmpA,やべw,,,,,,
2021-02-14T11:19:22.332000Z,林William,UCIEqLkZLFZ1HjHvEMf3eJxQ,hhhhhh,,,,,,
2021-02-14T11:19:22.796000Z,ベリル,UCjOqtbM3MYGOtZj-8VETsOg,草,,,,,,
2021-02-14T11:19:22.658000Z,テレサン2,UCZW7scjHvd96rw0C7Ylp3Iw,じーちゃんいないのか,,,,,,
2021-02-14T11:19:23.111000Z,Irol,UC-CLywEcHrsh1SFUrOmyZhg,草,,,,,,
